dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0020603,X-linked chondrodysplasia punctata 2,14,1594
http://purl.obolibrary.org/obo/MONDO_0020604,X-linked dominant disease,14,1509
http://purl.obolibrary.org/obo/MONDO_0020605,X-linked recessive disease,140,5318
http://purl.obolibrary.org/obo/MONDO_0020607,Liddle syndrome 1,,126
http://purl.obolibrary.org/obo/MONDO_0020628,"microcephaly, growth restriction, and increased sister chromatid exchange 2",,274
http://purl.obolibrary.org/obo/MONDO_0020629,"microcephaly, growth restriction and increased sister chromatid exchange",14,2143
http://purl.obolibrary.org/obo/MONDO_0020630,developmental and epileptic encephalopathy 91,,675
http://purl.obolibrary.org/obo/MONDO_0020631,developmental and epileptic encephalopathy 92,,293
http://purl.obolibrary.org/obo/MONDO_0020632,developmental and epileptic encephalopathy 93,,516
http://purl.obolibrary.org/obo/MONDO_0020633,anaplastic cancer,84,227
http://purl.obolibrary.org/obo/MONDO_0020639,monosomy,,4522
http://purl.obolibrary.org/obo/MONDO_0020640,autoimmune encephalitis,,844
http://purl.obolibrary.org/obo/MONDO_0020641,respiratory tract neoplasm,140,1795
http://purl.obolibrary.org/obo/MONDO_0020642,polycystic kidney disease,154,2989
http://purl.obolibrary.org/obo/MONDO_0020645,autosomal dominant osteopetrosis,28,1720
http://purl.obolibrary.org/obo/MONDO_0020647,"microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome",,628
http://purl.obolibrary.org/obo/MONDO_0020648,rubella encephalitis,,14
http://purl.obolibrary.org/obo/MONDO_0020655,juvenile ankylosing spondylitis,,14
http://purl.obolibrary.org/obo/MONDO_0020657,human papillomavirus-related squamous cell carcinoma,,14
http://purl.obolibrary.org/obo/MONDO_0020663,malignant spindle cell neoplasm,,213
http://purl.obolibrary.org/obo/MONDO_0020664,spindle cell neoplasm,,213
http://purl.obolibrary.org/obo/MONDO_0020665,high grade malignant neoplasm,490,651
http://purl.obolibrary.org/obo/MONDO_0020666,Löfgren syndrome,,42
http://purl.obolibrary.org/obo/MONDO_0020667,Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis,14,496
http://purl.obolibrary.org/obo/MONDO_0020669,paranasal sinus cancer,42,
http://purl.obolibrary.org/obo/MONDO_0020672,vascular occlusion disorder,,286
http://purl.obolibrary.org/obo/MONDO_0020681,"Ehlers-Danlos syndrome, musculocontractural type 1",,1350
http://purl.obolibrary.org/obo/MONDO_0020682,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",,967
http://purl.obolibrary.org/obo/MONDO_0020683,acute disease,1708,26163
http://purl.obolibrary.org/obo/MONDO_0020684,"Ehlers-Danlos syndrome, periodontal type 1",,580
http://purl.obolibrary.org/obo/MONDO_0020689,AIDS dementia complex,,14
http://purl.obolibrary.org/obo/MONDO_0020692,"spondylocostal dysostosis 1, autosomal recessive",,333
http://purl.obolibrary.org/obo/MONDO_0020693,glycogen storage disease due to liver phosphorylase kinase deficiency,28,1508
http://purl.obolibrary.org/obo/MONDO_0020695,hypotonic cerebral palsy,,14
http://purl.obolibrary.org/obo/MONDO_0020696,vitamin B12 deficiency,224,12093
http://purl.obolibrary.org/obo/MONDO_0020698,inborn error of biotin metabolism,28,1850
http://purl.obolibrary.org/obo/MONDO_0020699,biotin metabolic disease,28,1850
http://purl.obolibrary.org/obo/MONDO_0020702,autosomal dominant epidermolytic ichthyosis,56,798
http://purl.obolibrary.org/obo/MONDO_0020703,erythroid neoplasm,14,988
http://purl.obolibrary.org/obo/MONDO_0020704,inherited rippling muscle disease,14,346
http://purl.obolibrary.org/obo/MONDO_0020712,"46,XY sex reversal 1",,270
http://purl.obolibrary.org/obo/MONDO_0020713,pulmonary venoocclusive disease 1,,114
http://purl.obolibrary.org/obo/MONDO_0020714,"mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy",,675
http://purl.obolibrary.org/obo/MONDO_0020716,thyroid dyshormonogenesis 1,,144
http://purl.obolibrary.org/obo/MONDO_0020717,autosomal dominant wooly hair,,168
http://purl.obolibrary.org/obo/MONDO_0020718,"congenital short bowel syndrome, autosomal recessive",,286
http://purl.obolibrary.org/obo/MONDO_0020720,X-linked hypophosphatemic rickets,14,1928
http://purl.obolibrary.org/obo/MONDO_0020721,X-linked sideroblastic anemia 1,14,293
http://purl.obolibrary.org/obo/MONDO_0020722,nephrolithiasis susceptibility caused by SLC26A1,,84
http://purl.obolibrary.org/obo/MONDO_0020723,"vitamin D-dependent rickets, type 1A",,940
http://purl.obolibrary.org/obo/MONDO_0020724,cerebral cavernous malformation 1,,145
http://purl.obolibrary.org/obo/MONDO_0020726,"tubulointerstitial kidney disease, autosomal dominant, 2",14,304
http://purl.obolibrary.org/obo/MONDO_0020727,combined oxidative phosphorylation deficiency 22,,273
http://purl.obolibrary.org/obo/MONDO_0020728,"hypouricemia, renal 1",,233
http://purl.obolibrary.org/obo/MONDO_0020729,autosomal recessive agammaglobulinemia 1,,329
http://purl.obolibrary.org/obo/MONDO_0020730,carpal tunnel syndrome 1,,64
http://purl.obolibrary.org/obo/MONDO_0020733,proximal symphalangism 1A,,179
http://purl.obolibrary.org/obo/MONDO_0020735,ACTH-independent macronodular adrenal hyperplasia 1,,352
http://purl.obolibrary.org/obo/MONDO_0020736,uncombable hair syndrome 1,,51
http://purl.obolibrary.org/obo/MONDO_0020737,"optic atrophy 10 with or without ataxia, intellectual disability, and seizures",,232
http://purl.obolibrary.org/obo/MONDO_0020738,multiple benign circumferential skin creases on limbs 1,,665
http://purl.obolibrary.org/obo/MONDO_0020739,"hypercalcemia, infantile, 1",,246
http://purl.obolibrary.org/obo/MONDO_0020740,ectodermal dysplasia and immunodeficiency 1,,323
http://purl.obolibrary.org/obo/MONDO_0020741,pyridoxine-dependent epilepsy caused by ALDH7A1 mutant,,316
http://purl.obolibrary.org/obo/MONDO_0020743,mixed phenotype acute leukemia,70,
http://purl.obolibrary.org/obo/MONDO_0020745,ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome,,110
http://purl.obolibrary.org/obo/MONDO_0020746,"contractures, pterygia, and variable skeletal fusions syndrome 1B",,231
http://purl.obolibrary.org/obo/MONDO_0020747,sitosterolemia 1,,433
http://purl.obolibrary.org/obo/MONDO_0020748,sitosterolemia 2,,78
http://purl.obolibrary.org/obo/MONDO_0020749,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1,,560
http://purl.obolibrary.org/obo/MONDO_0020750,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2,,415
http://purl.obolibrary.org/obo/MONDO_0020751,orthostatic hypotension 2,,84
http://purl.obolibrary.org/obo/MONDO_0020753,Orthocoronavirinae infectious disease,,328
http://purl.obolibrary.org/obo/MONDO_0020754,visceral myopathy 1,,326
http://purl.obolibrary.org/obo/MONDO_0020756,"migraine, familial hemiplegic, 1",,343
http://purl.obolibrary.org/obo/MONDO_0020762,diencephalic-mesencephalic junction dysplasia syndrome 2,,190
http://purl.obolibrary.org/obo/MONDO_0020763,Menke-Hennekam syndrome 1,,1320
http://purl.obolibrary.org/obo/MONDO_0020765,"neuropathy, congenital hypomyelinating, 2",,452
http://purl.obolibrary.org/obo/MONDO_0020766,"neuropathy, congenital hypomyelinating, 3",,719
http://purl.obolibrary.org/obo/MONDO_0020768,X-linked deafness,70,706
http://purl.obolibrary.org/obo/MONDO_0020769,Menke-Hennekam syndrome 2,,588
http://purl.obolibrary.org/obo/MONDO_0020770,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3",,367
http://purl.obolibrary.org/obo/MONDO_0020771,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",42,2144
http://purl.obolibrary.org/obo/MONDO_0020774,Menke-Hennekam syndrome,14,2656
http://purl.obolibrary.org/obo/MONDO_0020775,congenital disorder of glycosylation with defective fucosylation 1,,672
http://purl.obolibrary.org/obo/MONDO_0020777,congenital disorder of glycosylation with defective fucosylation 2,,483
http://purl.obolibrary.org/obo/MONDO_0020778,cone-rod dystrophy and hearing loss 1,,171
http://purl.obolibrary.org/obo/MONDO_0020780,cone-rod dystrophy and hearing loss 2,,63
http://purl.obolibrary.org/obo/MONDO_0020781,"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 1",14,759
http://purl.obolibrary.org/obo/MONDO_0020783,capillary malformation-arteriovenous malformation 1,14,80
http://purl.obolibrary.org/obo/MONDO_0020785,capillary malformation-arteriovenous malformation 2,14,54
http://purl.obolibrary.org/obo/MONDO_0020787,"hypomagnesemia, seizures, and intellectual disability 1",,189
http://purl.obolibrary.org/obo/MONDO_0020788,"hypomagnesemia, seizures, and intellectual disability 2",,269
http://purl.obolibrary.org/obo/MONDO_0020789,pseudo-TORCH syndrome 1,,662
http://purl.obolibrary.org/obo/MONDO_0020790,"gaze palsy, familial horizontal, with progressive scoliosis 1",,321
http://purl.obolibrary.org/obo/MONDO_0020791,"corneal dystrophy, Meesmann, 1",,81
http://purl.obolibrary.org/obo/MONDO_0020792,dwarfism with tall vertebrae,,48
http://purl.obolibrary.org/obo/MONDO_0020793,oculopharyngodistal myopathy 1,,812
http://purl.obolibrary.org/obo/MONDO_0020795,Silver-Russell syndrome 5,,217
http://purl.obolibrary.org/obo/MONDO_0020796,Silver-Russell syndrome 1,,432
http://purl.obolibrary.org/obo/MONDO_0020798,"hypoparathyroidism, familial isolated, 2",,86
http://purl.obolibrary.org/obo/MONDO_0020800,demyelinating disease of central nervous system,28,
http://purl.obolibrary.org/obo/MONDO_0020807,ovarian sertoli-stromal cell tumor,14,
http://purl.obolibrary.org/obo/MONDO_0020811,"mitochondrial complex III deficiency, nuclear type",14,5715
http://purl.obolibrary.org/obo/MONDO_0020820,distal arthrogryposis type 2B1,,368
http://purl.obolibrary.org/obo/MONDO_0020831,congenital vertebral-cardiac-renal anomalies syndrome,42,1129
http://purl.obolibrary.org/obo/MONDO_0020835,"methemoglobinemia, alpha type",,34
http://purl.obolibrary.org/obo/MONDO_0020837,oocyte maturation defect 5,,42
http://purl.obolibrary.org/obo/MONDO_0020840,pulmonary alveolar proteinosis with hypogammaglobulinemia,14,126
http://purl.obolibrary.org/obo/MONDO_0020841,neurodevelopmental disorder with cerebellar atrophy and with or without seizures,,558
http://purl.obolibrary.org/obo/MONDO_0020845,"progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 5",,378
http://purl.obolibrary.org/obo/MONDO_0020846,"intellectual disability, autosomal recessive 64",,252
http://purl.obolibrary.org/obo/MONDO_0020847,"intellectual disability, autosomal dominant 58",,796
http://purl.obolibrary.org/obo/MONDO_0020848,"osteopetrosis, autosomal dominant 3",,252
http://purl.obolibrary.org/obo/MONDO_0020849,immunodeficiency 57,,294
http://purl.obolibrary.org/obo/MONDO_0020850,"intellectual disability, autosomal recessive 65",,669
http://purl.obolibrary.org/obo/MONDO_0020851,spermatogenic failure 30,,105
http://purl.obolibrary.org/obo/MONDO_0020852,spermatogenic failure 31,,86
http://purl.obolibrary.org/obo/MONDO_0020853,"encephalitis/encephalopathy, mild, with reversible myelin vacuolization",,42
http://purl.obolibrary.org/obo/MONDO_0020854,Liddle syndrome 2,,109
http://purl.obolibrary.org/obo/MONDO_0020855,spermatogenic failure 32,,63
http://purl.obolibrary.org/obo/MONDO_0020856,bone marrow failure syndrome 4,,244
http://purl.obolibrary.org/obo/MONDO_0020857,ovarian dysgenesis 7,,131
http://purl.obolibrary.org/obo/MONDO_0020858,"mitochondrial complex V (ATP synthase) deficiency, nuclear type 5",,412
http://purl.obolibrary.org/obo/MONDO_0020927,postaxial polydactyly,112,872
http://purl.obolibrary.org/obo/MONDO_0020937,"contractures, pterygia, and variable skeletal fusions syndrome",14,878
http://purl.obolibrary.org/obo/MONDO_0020947,parasitic eye infection,,872
http://purl.obolibrary.org/obo/MONDO_0020950,viral eye infection,,303
http://purl.obolibrary.org/obo/MONDO_0021001,hemochromatosis type 1,,416
http://purl.obolibrary.org/obo/MONDO_0021002,syndactyly,322,19772
http://purl.obolibrary.org/obo/MONDO_0021003,polydactyly,504,21864
http://purl.obolibrary.org/obo/MONDO_0021004,brachydactyly,182,5603
http://purl.obolibrary.org/obo/MONDO_0021005,faciodigitogenital syndrome,14,3495
http://purl.obolibrary.org/obo/MONDO_0021011,hereditary progressive chorea without dementia,,133
http://purl.obolibrary.org/obo/MONDO_0021013,"trichothiodystrophy 4, nonphotosensitive",,523
http://purl.obolibrary.org/obo/MONDO_0021017,synaptopathy,336,14969
http://purl.obolibrary.org/obo/MONDO_0021018,autosomal dominant limb-girdle muscular dystrophy type 1D (DNAJB6),14,539
http://purl.obolibrary.org/obo/MONDO_0021019,X-linked recessive ocular albinism,28,396
http://purl.obolibrary.org/obo/MONDO_0021020,Crigler-Najjar syndrome type 1,14,337
http://purl.obolibrary.org/obo/MONDO_0021021,"craniodiaphyseal dysplasia, autosomal dominant",,407
http://purl.obolibrary.org/obo/MONDO_0021022,hereditary hyperekplexia,84,1916
http://purl.obolibrary.org/obo/MONDO_0021023,complete androgen insensitivity syndrome,14,425
http://purl.obolibrary.org/obo/MONDO_0021026,hereditary epidermal appendage anomaly,1638,105487
http://purl.obolibrary.org/obo/MONDO_0021035,alopecia-intellectual disability syndrome 1,,63
http://purl.obolibrary.org/obo/MONDO_0021036,keratosis pilaris,56,1751
http://purl.obolibrary.org/obo/MONDO_0021038,Ewing sarcoma/peripheral primitive neuroectodermal tumor,140,645
http://purl.obolibrary.org/obo/MONDO_0021039,extraskeletal Ewing sarcoma/peripheral primitive neuroectodermal tumor,56,
http://purl.obolibrary.org/obo/MONDO_0021040,pancreatic neoplasm,168,4692
http://purl.obolibrary.org/obo/MONDO_0021042,glioma,770,3237
http://purl.obolibrary.org/obo/MONDO_0021043,mixed neoplasm,168,826
http://purl.obolibrary.org/obo/MONDO_0021054,bone sarcoma,42,389
http://purl.obolibrary.org/obo/MONDO_0021055,classic familial adenomatous polyposis,14,1360
http://purl.obolibrary.org/obo/MONDO_0021056,familial adenomatous polyposis 1,,470
http://purl.obolibrary.org/obo/MONDO_0021057,classic or attenuated familial adenomatous polyposis,112,3500
http://purl.obolibrary.org/obo/MONDO_0021058,neoplastic syndrome,2646,80369
http://purl.obolibrary.org/obo/MONDO_0021060,RASopathy,448,37719
http://purl.obolibrary.org/obo/MONDO_0021061,neurofibromatosis,140,10215
http://purl.obolibrary.org/obo/MONDO_0021063,malignant colon neoplasm,,204
http://purl.obolibrary.org/obo/MONDO_0021066,urinary system neoplasm,658,2383
http://purl.obolibrary.org/obo/MONDO_0021068,ovarian neoplasm,112,769
http://purl.obolibrary.org/obo/MONDO_0021069,malignant endocrine neoplasm,980,7954
http://purl.obolibrary.org/obo/MONDO_0021071,laryngeal neoplasm,42,238
http://purl.obolibrary.org/obo/MONDO_0021073,paraneoplastic syndrome,,3261
http://purl.obolibrary.org/obo/MONDO_0021074,precancerous condition,14,116
http://purl.obolibrary.org/obo/MONDO_0021075,neoplastic polyp,14,116
http://purl.obolibrary.org/obo/MONDO_0021076,pancreatic exocrine neoplasm,126,577
http://purl.obolibrary.org/obo/MONDO_0021077,cystic neoplasm,,14
http://purl.obolibrary.org/obo/MONDO_0021079,childhood neoplasm,56,227
http://purl.obolibrary.org/obo/MONDO_0021080,blood vessel neoplasm,280,4448
http://purl.obolibrary.org/obo/MONDO_0021081,anti-NMDA receptor encephalitis,,901
http://purl.obolibrary.org/obo/MONDO_0021083,congenital fibrosis of extraocular muscles type 1,,160
http://purl.obolibrary.org/obo/MONDO_0021084,vision disorder,252,5034
http://purl.obolibrary.org/obo/MONDO_0021085,gastric neoplasm,84,677
http://purl.obolibrary.org/obo/MONDO_0021088,papillary meningioma,,14
http://purl.obolibrary.org/obo/MONDO_0021089,peripheral nervous system cancer,84,1097
http://purl.obolibrary.org/obo/MONDO_0021091,papillary cystadenoma,,14
http://purl.obolibrary.org/obo/MONDO_0021093,cranioectodermal dysplasia 1,,1150
http://purl.obolibrary.org/obo/MONDO_0021094,immunodeficiency disease,2436,102845
http://purl.obolibrary.org/obo/MONDO_0021095,parkinsonian disorder,518,20023
http://purl.obolibrary.org/obo/MONDO_0021096,papillary epithelial neoplasm,70,777
http://purl.obolibrary.org/obo/MONDO_0021098,papillomatosis,,405
http://purl.obolibrary.org/obo/MONDO_0021099,intraductal papillomatosis,,14
http://purl.obolibrary.org/obo/MONDO_0021100,breast neoplasm,168,33
http://purl.obolibrary.org/obo/MONDO_0021105,NAFLD1,,16
http://purl.obolibrary.org/obo/MONDO_0021106,laminopathy,350,24129
http://purl.obolibrary.org/obo/MONDO_0021107,narcolepsy,168,1023
http://purl.obolibrary.org/obo/MONDO_0021108,meningitis,,926
http://purl.obolibrary.org/obo/MONDO_0021110,sweat gland adenoma,14,85
http://purl.obolibrary.org/obo/MONDO_0021111,ureter neoplasm,,16
http://purl.obolibrary.org/obo/MONDO_0021113,respiratory failure,42,1132
http://purl.obolibrary.org/obo/MONDO_0021117,lung neoplasm,70,1030
http://purl.obolibrary.org/obo/MONDO_0021118,intestinal neoplasm,350,5838
http://purl.obolibrary.org/obo/MONDO_0021119,non-functioning endocrine neoplasm,56,986
http://purl.obolibrary.org/obo/MONDO_0021120,functioning endocrine neoplasm,112,4715
http://purl.obolibrary.org/obo/MONDO_0021121,hemangioendothelioma,70,238
http://purl.obolibrary.org/obo/MONDO_0021124,female infertility,686,22427
http://purl.obolibrary.org/obo/MONDO_0021129,microphthalmia,686,25894
http://purl.obolibrary.org/obo/MONDO_0021132,tertiary hyperparathyroidism,,14
