dis,dis_label,associations_count,phenotypes_count
http://purl.obolibrary.org/obo/MONDO_0015759,B-cell non-Hodgkin lymphoma,560,2049
http://purl.obolibrary.org/obo/MONDO_0015760,T-cell non-Hodgkin lymphoma,224,1186
http://purl.obolibrary.org/obo/MONDO_0015761,trisomy 10p,,1071
http://purl.obolibrary.org/obo/MONDO_0015762,progressive familial intrahepatic cholestasis,126,4477
http://purl.obolibrary.org/obo/MONDO_0015763,mosaic trisomy 2,,408
http://purl.obolibrary.org/obo/MONDO_0015764,mosaic trisomy 20,,662
http://purl.obolibrary.org/obo/MONDO_0015766,cholera,,561
http://purl.obolibrary.org/obo/MONDO_0015767,trisomy 4p,,510
http://purl.obolibrary.org/obo/MONDO_0015768,trisomy 5p,,289
http://purl.obolibrary.org/obo/MONDO_0015769,distal trisomy 6p,,561
http://purl.obolibrary.org/obo/MONDO_0015770,congenital hypogonadotropic hypogonadism,882,35839
http://purl.obolibrary.org/obo/MONDO_0015771,mosaic trisomy 7,,306
http://purl.obolibrary.org/obo/MONDO_0015772,trisomy 8q,,510
http://purl.obolibrary.org/obo/MONDO_0015773,fibular dimelia-diplopodia syndrome,,51
http://purl.obolibrary.org/obo/MONDO_0015774,thoraco-abdominal enteric duplication,,204
http://purl.obolibrary.org/obo/MONDO_0015775,non-rhizomelic chondrodysplasia punctata,28,3188
http://purl.obolibrary.org/obo/MONDO_0015776,rhizomelic chondrodysplasia punctata,56,2267
http://purl.obolibrary.org/obo/MONDO_0015779,"45,X/46,XY mixed gonadal dysgenesis",14,1020
http://purl.obolibrary.org/obo/MONDO_0015780,dyskeratosis congenita,280,7620
http://purl.obolibrary.org/obo/MONDO_0015781,facial dysmorphism-shawl scrotum-joint laxity syndrome,,408
http://purl.obolibrary.org/obo/MONDO_0015782,dysmorphism-cleft palate-loose skin syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0015783,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1,56,1207
http://purl.obolibrary.org/obo/MONDO_0015784,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2,56,1207
http://purl.obolibrary.org/obo/MONDO_0015785,Prader-Willi syndrome due to translocation,14,1581
http://purl.obolibrary.org/obo/MONDO_0015786,Prader-Willi syndrome due to imprinting mutation,42,306
http://purl.obolibrary.org/obo/MONDO_0015787,symptomatic form of hemophilia A in female carriers,14,204
http://purl.obolibrary.org/obo/MONDO_0015788,symptomatic form of hemophilia B in female carriers,14,
http://purl.obolibrary.org/obo/MONDO_0015790,central diabetes insipidus,14,638
http://purl.obolibrary.org/obo/MONDO_0015791,peripheral precocious puberty,14,222
http://purl.obolibrary.org/obo/MONDO_0015792,transient congenital hypothyroidism,,1010
http://purl.obolibrary.org/obo/MONDO_0015793,moderate multiminicore disease with hand involvement,14,238
http://purl.obolibrary.org/obo/MONDO_0015794,antenatal multiminicore disease with arthrogryposis multiplex congenita,,357
http://purl.obolibrary.org/obo/MONDO_0015796,acute lung injury,,357
http://purl.obolibrary.org/obo/MONDO_0015797,UV-sensitive syndrome,42,320
http://purl.obolibrary.org/obo/MONDO_0015798,inflammatory myofibroblastic tumor,84,
http://purl.obolibrary.org/obo/MONDO_0015799,Smith-McCort dysplasia,28,1091
http://purl.obolibrary.org/obo/MONDO_0015800,osteosclerosis-developmental delay-craniosynostosis syndrome,14,272
http://purl.obolibrary.org/obo/MONDO_0015801,hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation,14,
http://purl.obolibrary.org/obo/MONDO_0015802,autosomal dominant non-syndromic intellectual disability,630,19795
http://purl.obolibrary.org/obo/MONDO_0015803,wound botulism,,255
http://purl.obolibrary.org/obo/MONDO_0015804,infant botulism,,518
http://purl.obolibrary.org/obo/MONDO_0015805,intestinal botulism,,889
http://purl.obolibrary.org/obo/MONDO_0015806,adult intestinal botulism,,167
http://purl.obolibrary.org/obo/MONDO_0015816,indolent primary cutaneous T-cell lymphoma,112,1186
http://purl.obolibrary.org/obo/MONDO_0015821,mycosis fungoides and variants,42,791
http://purl.obolibrary.org/obo/MONDO_0015824,oculomaxillofacial dysostosis,14,491
http://purl.obolibrary.org/obo/MONDO_0015826,autosomal dominant spondylocostal dysostosis,14,374
http://purl.obolibrary.org/obo/MONDO_0015827,distal renal tubular acidosis,84,1373
http://purl.obolibrary.org/obo/MONDO_0015830,partial bilateral aplasia of the mullerian ducts,42,1758
http://purl.obolibrary.org/obo/MONDO_0015849,longitudinal vaginal septum,,14
http://purl.obolibrary.org/obo/MONDO_0015850,transverse vaginal septum,,14
http://purl.obolibrary.org/obo/MONDO_0015854,supernumerary breasts,,82
http://purl.obolibrary.org/obo/MONDO_0015855,isolated congenital breast hypoplasia/aplasia,14,337
http://purl.obolibrary.org/obo/MONDO_0015856,syndromic breast hypoplasia/aplasia,,1668
http://purl.obolibrary.org/obo/MONDO_0015863,polyembryoma,,323
http://purl.obolibrary.org/obo/MONDO_0015883,"hidrotic ectodermal dysplasia, Halal type",,306
http://purl.obolibrary.org/obo/MONDO_0015884,autosomal dominant hypohidrotic ectodermal dysplasia,70,695
http://purl.obolibrary.org/obo/MONDO_0015892,growth hormone insensitivity syndrome,84,3664
http://purl.obolibrary.org/obo/MONDO_0015898,adrenogenital syndrome,154,7260
http://purl.obolibrary.org/obo/MONDO_0015900,hypoaldosteronism disease,14,1241
http://purl.obolibrary.org/obo/MONDO_0015903,hyperalphalipoproteinemia,56,231
http://purl.obolibrary.org/obo/MONDO_0015905,syndromic dyslipidemia,504,35108
http://purl.obolibrary.org/obo/MONDO_0015908,chromomycosis,,561
http://purl.obolibrary.org/obo/MONDO_0015909,aplastic anemia,910,22536
http://purl.obolibrary.org/obo/MONDO_0015912,macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,14,596
http://purl.obolibrary.org/obo/MONDO_0015914,primary orthostatic hypotension,28,1154
http://purl.obolibrary.org/obo/MONDO_0015923,acquired peripheral neuropathy,14,4124
http://purl.obolibrary.org/obo/MONDO_0015924,pulmonary arterial hypertension,168,3549
http://purl.obolibrary.org/obo/MONDO_0015925,interstitial lung disease,378,13236
http://purl.obolibrary.org/obo/MONDO_0015926,pneumoconiosis,14,1567
http://purl.obolibrary.org/obo/MONDO_0015927,idiopathic eosinophilic pneumonia,,646
http://purl.obolibrary.org/obo/MONDO_0015929,thoracic malformation,742,34113
http://purl.obolibrary.org/obo/MONDO_0015935,extragonadal germinoma,14,
http://purl.obolibrary.org/obo/MONDO_0015941,epiphyseal dysplasia-hearing loss-dysmorphism syndrome,,425
http://purl.obolibrary.org/obo/MONDO_0015942,frontometaphyseal dysplasia,28,3405
http://purl.obolibrary.org/obo/MONDO_0015943,eosinophilic granulomatosis with polyangiitis,,1150
http://purl.obolibrary.org/obo/MONDO_0015944,axial mesodermal dysplasia spectrum,,714
http://purl.obolibrary.org/obo/MONDO_0015947,inherited ichthyosis,532,15007
http://purl.obolibrary.org/obo/MONDO_0015951,hereditary photodermatosis,420,21559
http://purl.obolibrary.org/obo/MONDO_0015962,inherited renal tubular disease,1498,56639
http://purl.obolibrary.org/obo/MONDO_0015967,monogenic diabetes,434,6522
http://purl.obolibrary.org/obo/MONDO_0015974,severe combined immunodeficiency,616,20794
http://purl.obolibrary.org/obo/MONDO_0015977,agammaglobulinemia,378,13548
http://purl.obolibrary.org/obo/MONDO_0015978,functional neutrophil defect,112,5073
http://purl.obolibrary.org/obo/MONDO_0015986,bilateral renal agenesis,84,306
http://purl.obolibrary.org/obo/MONDO_0015987,scimitar syndrome,,663
http://purl.obolibrary.org/obo/MONDO_0015988,multicystic dysplastic kidney,28,255
http://purl.obolibrary.org/obo/MONDO_0015990,"focal, segmental or multifocal dystonia",98,3374
http://purl.obolibrary.org/obo/MONDO_0015991,citrullinemia,56,3145
http://purl.obolibrary.org/obo/MONDO_0015993,cone-rod dystrophy,476,5273
http://purl.obolibrary.org/obo/MONDO_0015995,melorheostosis with osteopoikilosis,14,119
http://purl.obolibrary.org/obo/MONDO_0015998,isolated ectopia lentis,28,817
http://purl.obolibrary.org/obo/MONDO_0015999,primary pigmented nodular adrenocortical disease,28,1100
http://purl.obolibrary.org/obo/MONDO_0016000,familial isolated hypoparathyroidism due to impaired PTH secretion,28,
http://purl.obolibrary.org/obo/MONDO_0016001,2-hydroxyglutaric aciduria,56,1807
http://purl.obolibrary.org/obo/MONDO_0016002,"Ehlers-Danlos syndrome, kyphoscoliotic type 1",14,2123
http://purl.obolibrary.org/obo/MONDO_0016003,ehrlichiosis,,28
http://purl.obolibrary.org/obo/MONDO_0016004,aminopterin/methotrexate embryofetopathy,,561
http://purl.obolibrary.org/obo/MONDO_0016005,indomethacin embryofetopathy,,204
http://purl.obolibrary.org/obo/MONDO_0016006,Cockayne syndrome,112,7756
http://purl.obolibrary.org/obo/MONDO_0016007,cocaine embryofetopathy,,136
http://purl.obolibrary.org/obo/MONDO_0016008,fetal hydantoin syndrome,,510
http://purl.obolibrary.org/obo/MONDO_0016009,fetal trimethadione syndrome,,986
http://purl.obolibrary.org/obo/MONDO_0016010,vitamin K-antagonist embryofetopathy,,442
http://purl.obolibrary.org/obo/MONDO_0016011,fetal alcohol syndrome,,544
http://purl.obolibrary.org/obo/MONDO_0016012,diethylstilbestrol syndrome,,289
http://purl.obolibrary.org/obo/MONDO_0016013,fetal methylmercury syndrome,,85
http://purl.obolibrary.org/obo/MONDO_0016014,fetal minoxidil syndrome,,136
http://purl.obolibrary.org/obo/MONDO_0016015,phenobarbital embryopathy,,272
http://purl.obolibrary.org/obo/MONDO_0016016,toluene embryopathy,,374
http://purl.obolibrary.org/obo/MONDO_0016017,methimazole embryofetopathy,,221
http://purl.obolibrary.org/obo/MONDO_0016018,diabetic embryopathy,,592
http://purl.obolibrary.org/obo/MONDO_0016019,Rasmussen subacute encephalitis,,816
http://purl.obolibrary.org/obo/MONDO_0016020,frontal encephalocele,,187
http://purl.obolibrary.org/obo/MONDO_0016027,benign neonatal seizures,28,519
http://purl.obolibrary.org/obo/MONDO_0016028,erythromelalgia,42,448
http://purl.obolibrary.org/obo/MONDO_0016030,Evans syndrome,,221
http://purl.obolibrary.org/obo/MONDO_0016031,facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,,357
http://purl.obolibrary.org/obo/MONDO_0016033,Cornelia de Lange syndrome,84,9463
http://purl.obolibrary.org/obo/MONDO_0016035,Nelson syndrome,,459
http://purl.obolibrary.org/obo/MONDO_0016037,superficial Fibromatosis,,250
http://purl.obolibrary.org/obo/MONDO_0016039,infantile digital fibromatosis,,85
http://purl.obolibrary.org/obo/MONDO_0016040,harlequin syndrome,,202
http://purl.obolibrary.org/obo/MONDO_0016042,late-onset isolated ACTH deficiency,,696
http://purl.obolibrary.org/obo/MONDO_0016043,isolated cleft lip,56,358
http://purl.obolibrary.org/obo/MONDO_0016044,cleft lip/palate,182,932
http://purl.obolibrary.org/obo/MONDO_0016045,tetragametic chimerism,,305
http://purl.obolibrary.org/obo/MONDO_0016046,familial clubfoot with or without associated lower limb anomalies,42,478
http://purl.obolibrary.org/obo/MONDO_0016047,endophthalmitis,,544
http://purl.obolibrary.org/obo/MONDO_0016048,"isolated autosomal dominant hypomagnesemia, Glaudemans type",14,
http://purl.obolibrary.org/obo/MONDO_0016049,"congenital myopathy, Paradas type",14,
http://purl.obolibrary.org/obo/MONDO_0016056,isolated congenital microcephaly,448,9510
http://purl.obolibrary.org/obo/MONDO_0016057,isolated encephalocele,14,187
http://purl.obolibrary.org/obo/MONDO_0016058,paroxysmal dystonia,126,2212
http://purl.obolibrary.org/obo/MONDO_0016059,cleft lip/palate-deafness-sacral lipoma syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0016060,laryngotracheoesophageal cleft,,489
http://purl.obolibrary.org/obo/MONDO_0016061,immunodeficiency with factor H anomaly,14,
http://purl.obolibrary.org/obo/MONDO_0016063,Cowden disease,126,2617
http://purl.obolibrary.org/obo/MONDO_0016064,cleft palate,126,1566
http://purl.obolibrary.org/obo/MONDO_0016065,cleft palate-short stature-vertebral anomalies syndrome,,187
http://purl.obolibrary.org/obo/MONDO_0016066,sternal cleft,,102
http://purl.obolibrary.org/obo/MONDO_0016068,fibrochondrogenesis,28,1629
http://purl.obolibrary.org/obo/MONDO_0016070,hereditary gingival fibromatosis,28,160
http://purl.obolibrary.org/obo/MONDO_0016071,juvenile hyaline fibromatosis,14,255
http://purl.obolibrary.org/obo/MONDO_0016073,syndromic microphthalmia,336,22925
http://purl.obolibrary.org/obo/MONDO_0016075,filariasis,,914
http://purl.obolibrary.org/obo/MONDO_0016079,sporadic Creutzfeldt-Jakob disease,,629
http://purl.obolibrary.org/obo/MONDO_0016080,congenital bronchobiliary fistula,,34
http://purl.obolibrary.org/obo/MONDO_0016081,coronary arterial fistulas,,459
http://purl.obolibrary.org/obo/MONDO_0016083,FLOTCH syndrome,,153
http://purl.obolibrary.org/obo/MONDO_0016085,Cole-Carpenter syndrome,42,1459
http://purl.obolibrary.org/obo/MONDO_0016086,osteochondritis of tarsal/metatarsal bone,,235
http://purl.obolibrary.org/obo/MONDO_0016087,progressive non-infectious anterior vertebral fusion,,459
http://purl.obolibrary.org/obo/MONDO_0016088,hypoxanthine-guanine phosphoribosyltransferase deficiency,28,1111
http://purl.obolibrary.org/obo/MONDO_0016089,infantile Krabbe disease,28,1204
http://purl.obolibrary.org/obo/MONDO_0016090,late-infantile/juvenile Krabbe disease,14,796
http://purl.obolibrary.org/obo/MONDO_0016091,adult Krabbe disease,14,762
http://purl.obolibrary.org/obo/MONDO_0016096,malignant non-dysgerminomatous germ cell tumor of ovary,14,
http://purl.obolibrary.org/obo/MONDO_0016097,symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers,14,338
http://purl.obolibrary.org/obo/MONDO_0016098,immune-mediated necrotizing myopathy,,408
http://purl.obolibrary.org/obo/MONDO_0016099,overlap myositis,,680
http://purl.obolibrary.org/obo/MONDO_0016102,subacute inflammatory demyelinating polyneuropathy,,680
http://purl.obolibrary.org/obo/MONDO_0016103,isolated asymptomatic elevation of creatine phosphokinase,42,49
http://purl.obolibrary.org/obo/MONDO_0016105,acquired skeletal muscle disease,,6014
http://purl.obolibrary.org/obo/MONDO_0016106,progressive muscular dystrophy,1078,41091
http://purl.obolibrary.org/obo/MONDO_0016107,myotonic dystrophy,84,3800
http://purl.obolibrary.org/obo/MONDO_0016108,autosomal dominant distal myopathy,238,6729
http://purl.obolibrary.org/obo/MONDO_0016112,hereditary inclusion-body myopathy,126,4122
http://purl.obolibrary.org/obo/MONDO_0016113,bulbospinal muscular atrophy,154,4573
http://purl.obolibrary.org/obo/MONDO_0016120,myotonic syndrome,140,5453
http://purl.obolibrary.org/obo/MONDO_0016122,periodic paralysis,154,3718
http://purl.obolibrary.org/obo/MONDO_0016127,bacterial myositis,,204
http://purl.obolibrary.org/obo/MONDO_0016128,parasitic myositis,,742
http://purl.obolibrary.org/obo/MONDO_0016129,eosinophilic gastroenteritis,,357
http://purl.obolibrary.org/obo/MONDO_0016139,qualitative or quantitative protein defects in neuromuscular diseases,1106,45748
http://purl.obolibrary.org/obo/MONDO_0016140,sarcoglycanopathy,56,2261
http://purl.obolibrary.org/obo/MONDO_0016141,qualitative or quantitative defects of alpha-sarcoglycan,14,617
http://purl.obolibrary.org/obo/MONDO_0016142,qualitative or quantitative defects of beta-sarcoglycan,14,398
http://purl.obolibrary.org/obo/MONDO_0016143,qualitative or quantitative defects of gamma-sarcoglycan,14,814
http://purl.obolibrary.org/obo/MONDO_0016144,qualitative or quantitative defects of delta-sarcoglycan,14,432
http://purl.obolibrary.org/obo/MONDO_0016145,neuromuscular disease caused by qualitative or quantitative defects of dysferlin,42,1211
http://purl.obolibrary.org/obo/MONDO_0016146,caveolinopathy,42,49
http://purl.obolibrary.org/obo/MONDO_0016147,neuromuscular disease caused by qualitative or quantitative defects of dystrophin,42,125
http://purl.obolibrary.org/obo/MONDO_0016151,neuromuscular disease caused by qualitative or quantitative defects of perlecan,42,6595
http://purl.obolibrary.org/obo/MONDO_0016153,neuromuscular disease caused by qualitative or quantitative defects of TRIM32,14,615
http://purl.obolibrary.org/obo/MONDO_0016155,qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan,112,10048
http://purl.obolibrary.org/obo/MONDO_0016156,qualitative or quantitative defects of FKRP,14,1331
http://purl.obolibrary.org/obo/MONDO_0016158,narcolepsy-cataplexy syndrome,112,938
http://purl.obolibrary.org/obo/MONDO_0016159,Gemignani syndrome,,221
http://purl.obolibrary.org/obo/MONDO_0016160,X-linked intellectual disability-epilepsy syndrome,28,1886
http://purl.obolibrary.org/obo/MONDO_0016162,bilateral frontal polymicrogyria,14,1163
http://purl.obolibrary.org/obo/MONDO_0016163,spinocerebellar ataxia 7,14,895
http://purl.obolibrary.org/obo/MONDO_0016165,hereditary hypoparathyroidism,154,8853
http://purl.obolibrary.org/obo/MONDO_0016166,hereditary hyperparathyroidism,126,4224
http://purl.obolibrary.org/obo/MONDO_0016167,optic pathway glioma,,391
http://purl.obolibrary.org/obo/MONDO_0016168,cryopyrin-associated periodic syndrome,84,3756
http://purl.obolibrary.org/obo/MONDO_0016175,cutis laxa,266,26260
http://purl.obolibrary.org/obo/MONDO_0016176,axonal polyneuropathy associated with IgG/IgM/IgA monoclonal gammopathy,,323
http://purl.obolibrary.org/obo/MONDO_0016184,qualitative or quantitative defects of protein O-mannosyltransferase 1,14,857
http://purl.obolibrary.org/obo/MONDO_0016185,qualitative or quantitative defects of protein O-mannosyltransferase 2,14,456
http://purl.obolibrary.org/obo/MONDO_0016186,neuromuscular disease caused by qualitative or quantitative defects of myofibrillar proteins,98,2934
http://purl.obolibrary.org/obo/MONDO_0016187,qualitative or quantitative defects of desmin,70,1868
http://purl.obolibrary.org/obo/MONDO_0016189,qualitative or quantitative defects of filamin C,14,518
http://purl.obolibrary.org/obo/MONDO_0016190,qualitative or quantitative defects of protein ZASP,14,548
http://purl.obolibrary.org/obo/MONDO_0016191,neuromuscular disease caused by qualitative or quantitative defects of titin,154,4082
http://purl.obolibrary.org/obo/MONDO_0016192,neuromuscular disease caused by qualitative or quantitative defects of telethonin,14,319
http://purl.obolibrary.org/obo/MONDO_0016193,neuromuscular disease caused by qualitative or quantitative defects of alpha-actin,322,7852
http://purl.obolibrary.org/obo/MONDO_0016194,neuromuscular disease caused by qualitative or quantitative defects of nebulin,322,7852
http://purl.obolibrary.org/obo/MONDO_0016195,neuromuscular disease caused by qualitative or quantitative defects of beta-myosin heavy chain (MYH7),28,1248
http://purl.obolibrary.org/obo/MONDO_0016197,neuromuscular disease caused by qualitative or quantitative defects of selenoprotein N1,112,3744
http://purl.obolibrary.org/obo/MONDO_0016198,neuromuscular disease caused by qualitative or quantitative defects of plectin,28,1439
http://purl.obolibrary.org/obo/MONDO_0016199,neuromuscular disease caused by qualitative or quantitative defects of protein SERCA1,28,509
http://purl.obolibrary.org/obo/MONDO_0016202,autosomal dominant rhegmatogenous retinal detachment,14,
http://purl.obolibrary.org/obo/MONDO_0016203,hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency,14,255
http://purl.obolibrary.org/obo/MONDO_0016204,idiopathic copper-associated cirrhosis,,101
http://purl.obolibrary.org/obo/MONDO_0016205,IRVAN syndrome,,187
http://purl.obolibrary.org/obo/MONDO_0016206,idiopathic uveal effusion syndrome,,237
http://purl.obolibrary.org/obo/MONDO_0016207,phacoanaphylactic uveitis,,510
http://purl.obolibrary.org/obo/MONDO_0016208,solitary rectal ulcer syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016210,alternating hemiplegia,126,2229
http://purl.obolibrary.org/obo/MONDO_0016214,pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016215,spastic quadriplegic cerebral palsy,56,1161
http://purl.obolibrary.org/obo/MONDO_0016216,adult hepatocellular carcinoma,126,14
http://purl.obolibrary.org/obo/MONDO_0016217,mal de Debarquement,,287
http://purl.obolibrary.org/obo/MONDO_0016218,Guillain-Barre syndrome,14,406
http://purl.obolibrary.org/obo/MONDO_0016219,dysmorphism-pectus carinatum-joint laxity syndrome,,187
http://purl.obolibrary.org/obo/MONDO_0016223,infantile hemangioma of rare localization,14,466
http://purl.obolibrary.org/obo/MONDO_0016225,specific learning disability,14,559
http://purl.obolibrary.org/obo/MONDO_0016226,specific language disorder,14,559
http://purl.obolibrary.org/obo/MONDO_0016227,hereditary episodic ataxia,56,3666
http://purl.obolibrary.org/obo/MONDO_0016231,capillary malformation,126,4478
http://purl.obolibrary.org/obo/MONDO_0016236,kaposiform hemangioendothelioma,14,238
http://purl.obolibrary.org/obo/MONDO_0016237,diffuse neonatal hemangiomatosis,,323
http://purl.obolibrary.org/obo/MONDO_0016238,solitary fibrous tumor,28,523
http://purl.obolibrary.org/obo/MONDO_0016239,cystinosis,42,3896
http://purl.obolibrary.org/obo/MONDO_0016240,hemimelia,42,2174
http://purl.obolibrary.org/obo/MONDO_0016241,alternating hemiplegia of childhood,126,2229
http://purl.obolibrary.org/obo/MONDO_0016242,hemoglobin C disease,14,
http://purl.obolibrary.org/obo/MONDO_0016243,hemoglobin E disease,14,204
http://purl.obolibrary.org/obo/MONDO_0016244,atypical hemolytic-uremic syndrome,98,1248
http://purl.obolibrary.org/obo/MONDO_0016256,Hennekam syndrome,42,2613
http://purl.obolibrary.org/obo/MONDO_0016264,autoimmune hepatitis,,1190
http://purl.obolibrary.org/obo/MONDO_0016268,papillary carcinoma of the corpus uteri,14,
http://purl.obolibrary.org/obo/MONDO_0016281,"46,XX ovotesticular disorder of sex development",42,238
http://purl.obolibrary.org/obo/MONDO_0016290,Hernández-Aguirre Negrete syndrome,,170
http://purl.obolibrary.org/obo/MONDO_0016291,"craniosynostosis, Herrmann-Opitz type",,408
http://purl.obolibrary.org/obo/MONDO_0016292,nodular neuronal heterotopia,98,3756
http://purl.obolibrary.org/obo/MONDO_0016293,congenital stationary night blindness,42,1963
http://purl.obolibrary.org/obo/MONDO_0016294,Hirschsprung disease-type D brachydactyly syndrome,,150
http://purl.obolibrary.org/obo/MONDO_0016295,neuronal ceroid lipofuscinosis,378,6350
http://purl.obolibrary.org/obo/MONDO_0016296,holoprosencephaly,938,14466
http://purl.obolibrary.org/obo/MONDO_0016297,prelingual non-syndromic genetic hearing loss,,111
http://purl.obolibrary.org/obo/MONDO_0016298,postlingual non-syndromic genetic hearing loss,,17
http://purl.obolibrary.org/obo/MONDO_0016299,holoprosencephaly-caudal dysgenesis syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016301,congenitally corrected transposition of the great arteries,,833
http://purl.obolibrary.org/obo/MONDO_0016302,isolated congenitally uncorrected transposition of the great arteries,56,
http://purl.obolibrary.org/obo/MONDO_0016303,congenitally uncorrected transposition of the great arteries with cardiac malformation,14,
http://purl.obolibrary.org/obo/MONDO_0016304,classic pantothenate kinase-associated neurodegeneration,14,476
http://purl.obolibrary.org/obo/MONDO_0016305,atypical pantothenate kinase-associated neurodegeneration,14,510
http://purl.obolibrary.org/obo/MONDO_0016306,"Niemann-Pick disease type C, severe perinatal form",28,
http://purl.obolibrary.org/obo/MONDO_0016307,"Niemann-Pick disease type C, severe early infantile neurologic onset",28,
http://purl.obolibrary.org/obo/MONDO_0016308,"Niemann-Pick disease type C, late infantile neurologic onset",28,
http://purl.obolibrary.org/obo/MONDO_0016309,"Niemann-Pick disease type C, juvenile neurologic onset",28,
http://purl.obolibrary.org/obo/MONDO_0016310,"Niemann-Pick disease type C, adult neurologic onset",28,
http://purl.obolibrary.org/obo/MONDO_0016311,Bockenheimer syndrome,,357
http://purl.obolibrary.org/obo/MONDO_0016315,"mucopolysaccharidosis type 2, severe form",14,
http://purl.obolibrary.org/obo/MONDO_0016316,"mucopolysaccharidosis type 2, attenuated form",14,
http://purl.obolibrary.org/obo/MONDO_0016318,progressive multifocal leukoencephalopathy,,595
http://purl.obolibrary.org/obo/MONDO_0016323,chronic respiratory distress with surfactant metabolism deficiency,14,
http://purl.obolibrary.org/obo/MONDO_0016330,non-familial hypertrophic cardiomyopathy,,934
http://purl.obolibrary.org/obo/MONDO_0016331,infantile systemic hyalinosis,14,643
http://purl.obolibrary.org/obo/MONDO_0016333,familial dilated cardiomyopathy,1274,24379
http://purl.obolibrary.org/obo/MONDO_0016338,non-familial dilated cardiomyopathy,,731
http://purl.obolibrary.org/obo/MONDO_0016340,familial restrictive cardiomyopathy,98,7643
http://purl.obolibrary.org/obo/MONDO_0016342,familial isolated arrhythmogenic right ventricular dysplasia,532,2021
http://purl.obolibrary.org/obo/MONDO_0016344,hydranencephaly,14,476
http://purl.obolibrary.org/obo/MONDO_0016345,non-familial restrictive cardiomyopathy,84,5000
http://purl.obolibrary.org/obo/MONDO_0016346,hydrocephalus-obesity-hypogonadism syndrome,,272
http://purl.obolibrary.org/obo/MONDO_0016349,congenital hydrocephalus,84,1711
http://purl.obolibrary.org/obo/MONDO_0016353,palmoplantar keratoderma-spastic paralysis syndrome,,204
http://purl.obolibrary.org/obo/MONDO_0016354,xeroderma pigmentosum-Cockayne syndrome complex,56,2016
http://purl.obolibrary.org/obo/MONDO_0016356,diffuse cutaneous systemic sclerosis,70,442
http://purl.obolibrary.org/obo/MONDO_0016357,dysplastic cortical hyperostosis,,957
http://purl.obolibrary.org/obo/MONDO_0016358,limited cutaneous systemic sclerosis,84,255
http://purl.obolibrary.org/obo/MONDO_0016359,limited systemic sclerosis,14,
http://purl.obolibrary.org/obo/MONDO_0016362,attenuated familial adenomatous polyposis,14,390
http://purl.obolibrary.org/obo/MONDO_0016364,Joubert syndrome with ocular defect,70,2934
http://purl.obolibrary.org/obo/MONDO_0016365,familial primary hyperparathyroidism,126,3367
http://purl.obolibrary.org/obo/MONDO_0016366,maternal phenylketonuria,14,544
http://purl.obolibrary.org/obo/MONDO_0016367,dermatomyositis,,2088
http://purl.obolibrary.org/obo/MONDO_0016368,Rothmund-Thomson syndrome type 1,14,1490
http://purl.obolibrary.org/obo/MONDO_0016369,Rothmund-Thomson syndrome type 2,14,2210
http://purl.obolibrary.org/obo/MONDO_0016370,Marchiafava-Bignami disease,,850
http://purl.obolibrary.org/obo/MONDO_0016372,glossopharyngeal neuralgia,,476
http://purl.obolibrary.org/obo/MONDO_0016374,cranial neuralgia,,781
http://purl.obolibrary.org/obo/MONDO_0016377,Pitt-Hopkins-like syndrome,28,3519
http://purl.obolibrary.org/obo/MONDO_0016378,maternal hyperthermia induced birth defects,,272
http://purl.obolibrary.org/obo/MONDO_0016379,erosive pustular dermatosis of the scalp,,85
http://purl.obolibrary.org/obo/MONDO_0016380,acquired hypertrichosis lanuginosa,,306
http://purl.obolibrary.org/obo/MONDO_0016381,hypertrichosis lanuginosa congenita,14,220
http://purl.obolibrary.org/obo/MONDO_0016382,hereditary poikiloderma,28,1453
http://purl.obolibrary.org/obo/MONDO_0016383,nephrogenic diabetes insipidus,28,869
http://purl.obolibrary.org/obo/MONDO_0016385,hypogonadism-mitral valve prolapse-intellectual disability syndrome,,255
http://purl.obolibrary.org/obo/MONDO_0016386,hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,,340
http://purl.obolibrary.org/obo/MONDO_0016387,mitochondrial oxidative phosphorylation disorder,3136,132754
http://purl.obolibrary.org/obo/MONDO_0016390,familial hypoparathyroidism,70,1836
http://purl.obolibrary.org/obo/MONDO_0016391,neonatal diabetes mellitus,238,3545
http://purl.obolibrary.org/obo/MONDO_0016392,cerebellar hypoplasia-tapetoretinal degeneration syndrome,,153
http://purl.obolibrary.org/obo/MONDO_0016394,sporadic infantile bilateral striatal necrosis,,646
